путь,категории ПДн,количество_находок,УЗ,формат файла
ПДнDataset/share/Прочее/2181_documentos_del_esp.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/44.04.01_innov.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/UGC-Public-Self-Disclosure-document.pdf,"PASSPORT, EMAIL",20,УЗ-3,.pdf
ПДнDataset/share/Прочее/sved_o_d_n_2015.xls,Нет,0,УЗ-4,.xls
ПДнDataset/share/Прочее/P42-OD_NIIFOH.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/u_konsor.doc,Нет,0,УЗ-4,.doc
ПДнDataset/share/Прочее/P319-OD_IFSPN.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Thesis_kruglii_stol.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Kleyner_seminar-info.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/TsKP_Prikladnaya_elektrodinamika_i_antennye_izmerenia_Babeshko.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/BCA_brochure_2025.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/polozhenie-po-okazaniyu-situaczionnoj-pomoshhi-invalidam.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1103.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/zayavlenie_kursi_2019.docx,BIRTHDAY,1,УЗ-4,.docx
ПДнDataset/share/Прочее/rasp722-p_20140430.pdf,PHONE,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/ukaz597_20120507.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/bpt_2025.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/pril8.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/1C_University_publications-instruction.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/РАСП-647.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П947 о подготовке НПК в аспирантуре иностранные граждане.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/100505_C_3_24122020.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/28.04.01_r.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/mag_lk_2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Area%20studies%20and%20tourist%20destinations.pdf,"PASSPORT, PHONE, EMAIL",4,УЗ-3,.pdf
ПДнDataset/share/Прочее/П1373 07.04.01 Архитектура.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/5.12.1.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/010501_C_3_12022018.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Лицей ЮФУ_ПОЛОЖЕНИЕ о ВД.pdf,BIRTHDAY,7,УЗ-4,.pdf
ПДнDataset/share/Прочее/Decree-502.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/rating_izmentniya_2023.pdf,BIRTHDAY,9,УЗ-4,.pdf
ПДнDataset/share/Прочее/46.04.01.pdf,BIRTHDAY,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Prikaz 1778.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/poriadok_otbora.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П760 Подготовительное отделение Подфак.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/rating_izmentniya_2021.pdf,BIRTHDAY,9,УЗ-4,.pdf
ПДнDataset/share/Прочее/sved_o_d_f_v_2014.doc,Нет,0,УЗ-4,.doc
ПДнDataset/share/Прочее/Binder1.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/2.5.4.pdf,PASSPORT,1,УЗ-3,.pdf
ПДнDataset/share/Прочее/П222-ОД 07.03.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0386.%20%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%20%D0%B2%20%D0%BC%D0%B8%D1%80%D0%B5%20%D0%98%D0%98.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/DGTU-conference-programm.rtf,EMAIL,1,УЗ-4,.rtf
ПДнDataset/share/Прочее/523.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/f1m24swvehna3obtnn9xofw2bff4emsq.pdf,BIRTHDAY,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/МН-3_3150 Для сайта.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/BGP.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Сведения о доходах ректора ФГАОУ ВО ЮФУ 2020.xls,Нет,0,УЗ-4,.xls
ПДнDataset/share/Прочее/28.03.02_Наноинженерия_П210-ОД_ПИШ.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/о назначении ио ректора Шевченко ИК 2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ОС_12.04.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/VSOCH_2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/44.03.04_ОС_Проф.обуч.(по отр)_compressed.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/DSUStatuteswef02-11-2020.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П56-ОД_30.03.2021.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%AE%D0%A4%D0%A3+%20%D0%A0%D0%A1%D0%92%20%D1%81%D0%BE%D0%B3%D0%BB%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5%20%20N01-19-49%20%D0%BE%D1%82%2009.04.2021.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ModernSoftware_oral_exam.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Prikaz-363-OD.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/5.10.1.pdf,BIRTHDAY,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/ОС_03.03.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Согласие законного представителя.docx,BIRTHDAY,2,УЗ-4,.docx
ПДнDataset/share/Прочее/Building_innovation_Vitoshko.pdf,"PHONE, EMAIL",2,УЗ-4,.pdf
ПДнDataset/share/Прочее/view,Нет,0,УЗ-4,
ПДнDataset/share/Прочее/spisok_shablon.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Прочее/Folleto_cursos_ruso1.pdf,EMAIL,5,УЗ-4,.pdf
ПДнDataset/share/Прочее/5.2.4_org.pdf,BIRTHDAY,17,УЗ-4,.pdf
ПДнDataset/share/Прочее/2025.pdf,EMAIL,2,УЗ-4,.pdf
ПДнDataset/share/Прочее/Изм в устав 2020 с отметкой налоговой.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0545_0.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/24.11.2020 - форма заявления на участие в конкурсе.docx,EMAIL,1,УЗ-4,.docx
ПДнDataset/share/Прочее/odtu-kampus-haritasi.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/rasp167H_20130426.pdf,BIRTHDAY,3,УЗ-4,.pdf
ПДнDataset/share/Прочее/sved_o_d_n_2017.xls,Нет,0,УЗ-4,.xls
ПДнDataset/share/Прочее/standing order about Scientific research institute  of Physics.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/20230412_103613_page-0001.pdf,BIRTHDAY,2,УЗ-4,.pdf
ПДнDataset/share/Прочее/pfhd_2024_02.pdf,"PASSPORT, PHONE, BIRTHDAY",4,УЗ-3,.pdf
ПДнDataset/share/Прочее/Structural_division_Report_Form.rtf,EMAIL,1,УЗ-4,.rtf
ПДнDataset/share/Прочее/Temp_03022025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1075.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/meteorolog.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/P1098.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/soglasie-form.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/VAK_letter_01-02_111.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/apell.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П220-ОД 07.04.03.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/5.8.1.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П215-ОД.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/28.04.01_Нанотехнологии и микросистемная техника_П210-ОД_ПИШ.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Global%20research%20trends%20in%20branches%20of%20sociology.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Прочее/П1299_03.06.2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/1.2.2.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/04.04.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/notification-high-court.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Protokol N2 26.05.21.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/_%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%B8%D0%B5%20%D0%B2%20%D0%9F%D0%98%D0%A0%20%D0%B3%D0%BE%D1%81%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9.doc,Нет,0,УЗ-4,.doc
ПДнDataset/share/Прочее/ped_nach.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/3 сентября EduNet.pdf,"PHONE, BIRTHDAY, EMAIL",4,УЗ-4,.pdf
ПДнDataset/share/Прочее/27.04.04_ Управление в технических системах_П210-ОД_ПИШ.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/P95-OD_o_fakultete.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/010403_M_3_13022018.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/РАС_495-Р индексация ВО граждан РФ.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/44.04.01_issled.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/KCP_mag_2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/AIC-DSU_CONTENT.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/ОС_05.03.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Protokol N1 06.04.22.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%91%D1%83%D1%85%D0%B3%D0%B0%D0%BB%D1%82%D0%B5%D1%80.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 51.04.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Highlights 18.pdf,EMAIL,16,УЗ-4,.pdf
ПДнDataset/share/Прочее/070402_M_3_03072017.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ichki_tartib_qoidalar_2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/mat_mod.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П277-ОД_01.11.2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Flyer-Central%20Research%20Facilities_11zon.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/KCP_bs_2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_303-%D1%80.pdf,BIRTHDAY,3,УЗ-4,.pdf
ПДнDataset/share/Прочее/МН-3 3083 от 29.03.22 Для сайта.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/products.json,Нет,0,УЗ-4,.json
ПДнDataset/share/Прочее/prikaz_12n_ot_26.07.2018.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/050302_B_3_23082020.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/International%20transport%20law.pdf,"PASSPORT, EMAIL",3,УЗ-3,.pdf
ПДнDataset/share/Прочее/Пользовательское_соглашение_объясняем_рф.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/66n.pdf,BIRTHDAY,16,УЗ-4,.pdf
ПДнDataset/share/Прочее/sved_o_d_f_m_2014.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Прочее/П247.pdf,"PASSPORT, BIRTHDAY",10,УЗ-3,.pdf
ПДнDataset/share/Прочее/П1074.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1100 подготовка НПК в аспирантуре граджан РФ.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/dog_pril3.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/mechanical_engg_2025.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Entrepreneurship%20in%20Hospitality.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/AI-SANA_2603.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/40.04.01 Юриспруденция.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1115_16.05.2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/APS.docx,EMAIL,1,УЗ-4,.docx
ПДнDataset/share/Прочее/P_6_OD_ABiB.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ОС_03.03.03.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1131 СПО граждане РФ и соотечественники.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Special%20sections%20of%20physical%20materials%20science.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/umn_gor.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/dsu-symposium-2024.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/anatom_fiziolog.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П792_17.04.24.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Webinar-info.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/P428-OD stading order about ITA.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1352 О стоимости в 2022_23гг 2х и последующих курсов.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 45.04.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/522.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Prof.communication.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/osn_zh.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/P902.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/100_bak_Urmosh.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Прочее/%D0%A0%D0%B0%D0%B7%D0%BC%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%80%D0%B5%D1%81%D1%83%D1%80%D1%81%D0%BE%D0%B2%20%D0%B2%20%D0%97%D0%9D%D0%91%20%D0%AE%D0%A4%D0%A3%20(%D0%B0%20%D1%82%D0%B0%D0%BA%D0%B6%D0%B5%20%D0%B2%20%D0%A0%D0%98%D0%9D%D0%A6).pdf,"PHONE, EMAIL",4,УЗ-4,.pdf
ПДнDataset/share/Прочее/P658-OD-standing_order_about_ICTIS.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Приказ ЮФУ от 04.06.2021 N 115-ОД.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Protokol N3 2022.pdf,"PHONE, EMAIL",4,УЗ-4,.pdf
ПДнDataset/share/Прочее/Otchet%202016.pdf,"PHONE, BIRTHDAY, EMAIL",104,УЗ-4,.pdf
ПДнDataset/share/Прочее/Ghidul_Studentului_2023.pdf,"BIRTHDAY, EMAIL",4,УЗ-4,.pdf
ПДнDataset/share/Прочее/_Universal Application Form 2018.doc,Нет,0,УЗ-4,.doc
ПДнDataset/share/Прочее/090403_M_3_12102017.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/letter1.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/5.7.8.pdf,BIRTHDAY,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/П140-ОД_Изменения ОПК_28.03.2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ingak_description.pdf,"BIRTHDAY, EMAIL",3,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 42.04.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/41.04.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/GenerationS-info.rtf,EMAIL,1,УЗ-4,.rtf
ПДнDataset/share/Прочее/Aula%20Hispanica_plano_rus_2016-po-mayo.pdf,EMAIL,2,УЗ-4,.pdf
ПДнDataset/share/Прочее/П502 Аспир.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Planes_Aula_Hispánica_2017_rus_vesna.doc,Нет,0,УЗ-4,.doc
ПДнDataset/share/Прочее/Azov_conf-requirements.rtf,EMAIL,1,УЗ-4,.rtf
ПДнDataset/share/Прочее/rasp2190-p_20121126.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Bid_Magistracy.rtf,EMAIL,1,УЗ-4,.rtf
ПДнDataset/share/Прочее/pravila_priema_v_bakalavriat_spetsialitet_bazov_vo_magistraturu_spets_vo_na_2025-26.pdf,"BIRTHDAY, EMAIL",12,УЗ-4,.pdf
ПДнDataset/share/Прочее/protokol_17.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Structure_20190114.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/2024-1.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/030403_M_3_22082020.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/dog_pril15.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/2015-06-er464.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/IT-1-L01_Introduction.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/РАС_494-Р индексация Иностранных обучающихся.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/6b588aa921ec0008657cb728cfce508d.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/KD_014_rus.pdf,BIRTHDAY,2,УЗ-4,.pdf
ПДнDataset/share/Прочее/П168-ОД_10.04.2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/yetkinlik-ve-performans.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 38.04.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ОС_11.05.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/110302_B_3_17102017.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/pravila_priema2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П171-ОД.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Protokol.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/sved_o_d_f_g_2014.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Прочее/Politika-PDN.pdf,BIRTHDAY,2,УЗ-4,.pdf
ПДнDataset/share/Прочее/11.04.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ped_d.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/kreativ_kom.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/prikaz 32 ot 17.01.2022.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Poryadok_platn_uslug_25.10.13.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/THOMSON_REUTERS-info.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/6.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/mpharma_2025.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/UGC-Form-Appendices.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/сайт_Наука_Микросистемная техника и интегральная сенсорика.pdf,EMAIL,3,УЗ-4,.pdf
ПДнDataset/share/Прочее/MCA_brochure_2025.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_1635-%D0%A0%20%D0%98%D1%82%D0%BE%D0%B3%D0%B8%20%D0%B3%D0%BE%D0%B4%D0%B0%20%D0%B2%20%D0%A2%D0%BE%D1%87%D0%BA%D0%B5%20%D0%BA%D0%B8%D0%BF%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%AE%D0%A4%D0%A3.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/03.04.03.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Ð Ð¾ÑÑÐ¾Ð²-Ð½Ð°-ÐÐ¾Ð½Ñ.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Prikaz-876_Magistracy.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/4a2be25626609e594edc147261ef747d.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_1338-%D0%A0%20%D0%9A%D1%80%20%D1%81%D1%82%D0%BE%D0%BB%20%D0%94%D0%9D%D0%9A.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/4580600_A_Handbook_on_Basics_of_Cyber_Hygiene.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство ПОА 27.04.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/p13-od-2015.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/11.04.02_Инфокоммуникационные технологии и системы связи_П210-ОД_ПИШ.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/00175-Seguimiento-al-Programa-Anual-de-Disposicion-Final-de-Bienes-Muebles-no-utiles-2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/progr_anatomy_2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Prikaz-1845.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/110404_M_3_11102017.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П173-ОД_26.04.2013.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1589.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Перечень документов.docx,"PHONE, EMAIL",3,УЗ-4,.docx
ПДнDataset/share/Прочее/Заявление.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Прочее/Competitions_list-2017_16.08-info.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Protokol_2.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/03.04.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%9F144.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/prikaz_N_1022_ot_21.11.2018_.pdf,BIRTHDAY,14,УЗ-4,.pdf
ПДнDataset/share/Прочее/aerospace_engg_2025.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/v.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1117_16.05.2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Course%20syllabus_Logical%20Argumentation%20and%20Critical%20Thinking_2022.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/44.04.01_ОС_ПО_compressed.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/27.04.03 Системный анализ и управление.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/otbor_k.pdf,"PASSPORT, PHONE, EMAIL",183,УЗ-3,.pdf
ПДнDataset/share/Прочее/режим%20работы%20и%20прейскурант-.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/IQACcell.pdf,"PASSPORT, EMAIL",20,УЗ-3,.pdf
ПДнDataset/share/Прочее/pravila_priema2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/44.04.01_spanish.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Prikaz 578.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство ПОА 12.04.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 38.04.03.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/p2914_26.12.2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/VUZUFO.doc,Нет,0,УЗ-4,.doc
ПДнDataset/share/Прочее/%D0%9F%D0%A4%D0%A5%D0%94%202022%20%20%20%D0%B8%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9%20%D1%81%20%D0%BE%D1%82%D1%82%D0%B8%D1%81%D0%BA%D0%BE%D0%BC.pdf,"PASSPORT, PHONE, BIRTHDAY",4,УЗ-3,.pdf
ПДнDataset/share/Прочее/pravila_priema_SPO_2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/P24.pdf,BIRTHDAY,9,УЗ-4,.pdf
ПДнDataset/share/Прочее/П167-ОД 37.04.01_0.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/plan_r_kons.doc,Нет,0,УЗ-4,.doc
ПДнDataset/share/Прочее/Russian_Cultural_Studies.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Course%20Syllabus%20(Vocational%20Training%20Technologies).pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/17437679069420.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/IDP.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/pril4.3Licen_29.01.16.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Competitions_RFFI_list-2018_04.12-info.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/hud_of.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_152-%D1%80.pdf,Нет,0,УЗ-4,.pdf
